"ecoSpeciesID"	"ecoSpecies"	"ecoSpeciesTranslated"	"ecoSpeciesReference"	"ecoSpeciesReferencePage"	"ecoSpeciesReferenceID"	"ecoSpeciesAuthorID"	"ecoSpeciesDate"	"ecoSpeciesBiotype"	"ecoSpeciesAuthor"
20230109171922	"Seychelles backshore coastal plateau mesic forest on phosphatic soil of the tropical lowland perhumid life zone (EN)"	"Forêt côtière sur plateau à sol phosphatique de la zone perhumide tropicale de basse altitude des Seychelles (FR)"		"xx58"		"6980a07a-811b-4b74-82f4-56c601afaab6"	2023-01-08T21:00:00Z		"Senterre, Bruno"
20230109172141	"Seychelles frontshore coastal open vegetation fringe on granitic slopes of the tropical lowland perhumid life zone (EN)"	"Végétation ouverte côtière du cordon littoral sur pente granitique de la zone perhumide tropicale de basse altitude des Seychelles (FR)"		"xx59"		"6980a07a-811b-4b74-82f4-56c601afaab6"	2023-01-08T21:00:00Z		"Senterre, Bruno"
20230109172454	"Seychelles frontshore coastal open vegetation fringe on beach crest of the tropical lowland perhumid life zone (EN)"	"Végétation ouverte côtière du cordon littoral sur sable de la zone perhumide tropicale de basse altitude des Seychelles (FR)"		"xx60"		"6980a07a-811b-4b74-82f4-56c601afaab6"	2023-01-08T21:00:00Z		"Senterre, Bruno"
20230109172853	"Seychelles frontshore coastal open vegetation on exposed plateau of the tropical lowland perhumid life zone (EN)"	"Végétation ouverte côtière sur plateau exposé, sur sable, de la zone perhumide tropicale de basse altitude des Seychelles (FR)"		"xx61"		"6980a07a-811b-4b74-82f4-56c601afaab6"	2023-01-08T21:00:00Z		"Senterre, Bruno"
20230109173130	"Seychelles frontshore coastal rock of the tropical lowland perhumid life zone (EN)"	"Côte rocheuse de la zone perhumide tropicale de basse altitude des Seychelles (FR)"		"xx62"		"6980a07a-811b-4b74-82f4-56c601afaab6"	2023-01-08T21:00:00Z		"Senterre, Bruno"
20230109173629	"Seychelles frontshore coastal sandy beach of the tropical lowland perhumid life zone (EN)"	"Côte sableuse de la zone perhumide tropicale de basse altitude des Seychelles (FR)"		"xx63"		"6980a07a-811b-4b74-82f4-56c601afaab6"	2023-01-08T21:00:00Z		"Senterre, Bruno"
20230109173917	"Seychelles intertidal mangrove forest of the tropical lowland perhumid life zone (EN)"	"Mangrove intertidale de la zone perhumide tropicale de basse altitude des Seychelles (FR)"		"xx64"		"6980a07a-811b-4b74-82f4-56c601afaab6"	2023-01-08T21:00:00Z		"Senterre, Bruno"
20230109174146	"Seychelles intertidal progressive mangrove woodland and shrubland of the tropical lowland perhumid life zone (EN)"	"Mangrove intertidale ouverte, progressive, de la zone perhumide tropicale de basse altitude des Seychelles (FR)"		"xx65"		"6980a07a-811b-4b74-82f4-56c601afaab6"	2023-01-08T21:00:00Z		"Senterre, Bruno"
20230109174358	"Seychelles intertidal rocky shore of the tropical lowland perhumid life zone (EN)"	"Roche intertidale de la zone perhumide tropicale de basse altitude des Seychelles (FR)"		"xx66"		"6980a07a-811b-4b74-82f4-56c601afaab6"	2023-01-08T21:00:00Z		"Senterre, Bruno"
20230109174644	"Seychelles intertidal sandy beach of the tropical lowland perhumid life zone (EN)"	"Sable intertidal de la zone perhumide tropicale de basse altitude des Seychelles (FR)"		"xx67"		"6980a07a-811b-4b74-82f4-56c601afaab6"	2023-01-08T21:00:00Z		"Senterre, Bruno"
20230109174845	"Seychelles intertidal mud flat of the tropical lowland perhumid life zone (EN)"	"Plateau vaseux intertidal de la zone perhumide tropicale de basse altitude des Seychelles (FR)"		"xx68"		"6980a07a-811b-4b74-82f4-56c601afaab6"	2023-01-08T21:00:00Z		"Senterre, Bruno"
20230109175101	"Seychelles aerobic caves of the tropical lowland perhumid life zone (EN)"	"Grotte aérobique de la zone perhumide tropicale de basse altitude des Seychelles (FR)"		"xx69"		"6980a07a-811b-4b74-82f4-56c601afaab6"	2023-01-08T21:00:00Z		"Senterre, Bruno"
