"kbaName"	"taxonID"	"scientificName"	"nKBA"	"n"	"ratio"	"vernacularName"	"species_short"	"establishmentMeansNat"	"threatStatusNat"	"threatStatusGlobal"	"isTrigger"
"Parc National Marin de Silhouette"	"eda0b170-666b-4e47-8ebc-8c36d6121270"	"Nephrosperma vanhoutteana Balf.f."	1	1339	0.1	"Latanier millepatte, Latannyen milpat"	"Nephrosperma vanhoutteana "	"nativeEndemicPaleo"	"LC"	""	""
"Parc National Marin de Silhouette"	"efca0a19-1c83-4611-8c27-c9a264bf40fe"	"Cocos nucifera L."	1	298	0.3	"Coconut palm, Coconut tree, Cocotier, Koko, Kokotye, Pye koko"	"Cocos nucifera "	"native"	""	""	""
"Parc National Marin de Silhouette"	"f4587327-42f0-451f-9599-697c6a044a00"	"Leucaena leucocephala (Lam.) de Wit"	1	33	3						""
"Parc National Marin de Silhouette"	"f4874414-7927-4c07-8e8f-c3b7d2961178"	"Barringtonia asiatica (L.) Kurz"	1	29	3.4	"Bonnen kare bordmer, Bonnen kare bor-d-mer, Bonnenkare bordmer, Bonnet carré bord de mer, Bwamare grann fey, Fish poison tree"	"Barringtonia asiatica "	"native"	""	""	""
"Parc National Marin de Silhouette"	"f63dc429-1ef3-46d3-b91b-b99c792f4dee"	"Diospyros boiviniana (Baill.) G.E.Schatz & Lowry"	1	156	0.6	"Bois sagaye, Bwa sagay, Bwasagay"	"Diospyros boiviniana "	"nativeEndemic"	"NT"	""	""
"Praslin National Park"	"02bcad85-385a-49a1-b1b7-288b7b8ed5f5"	"Bambusa vulgaris Schrad. ex J.C.Wendl."	1	40	2.5						""
"Praslin National Park"	"04c73448-394b-4c92-8f48-0289778a4549"	"Bougainvillea spectabilis Willd."	1	3	33.3						" B4"
"Praslin National Park"	"08dd5b23-cc3c-4b38-bb7f-9281726a781b"	"Ochna kirkii Oliv."	2	44	4.5						""
"Praslin National Park"	"0a3dfb83-fd51-4850-b1d6-f9043b14f81c"	"Verschaffeltia splendida H.Wendl."	11	184	6	"Latanier latte, Latannyen lat, Latte"	"Verschaffeltia splendida "	"nativeEndemicPaleo"	"NT"	"NT"	""
"Praslin National Park"	"0baf4946-5e77-4170-b555-d0e1adc29184"	"Episcia cupreata (Hook.) Hanst."	1	6	16.7						""
"Praslin National Park"	"0d201a23-5fb6-486c-b519-6b733013bfac"	"Ocimum basilicum L."	1	6	16.7						""
"Praslin National Park"	"0d6d5c10-0f5e-4be8-bc05-3a6400dcb700"	"Ludwigia erecta (L.) H.Hara"	2	18	11.1						""
"Praslin National Park"	"0e01c9f0-d819-4824-8272-5e64556e8a51"	"Protarum sechellarum Engl."	8	86	9.3	"Arouroute de linde marron, Larourout dilenn maron"	"Protarum sechellarum "	"nativeEndemicPaleo"	"VU"	"VU"	""
"Praslin National Park"	"0ebd618f-17e0-4e59-9f08-a06d94367b68"	"Citrus aurantium L."	1	13	7.7						""
"Praslin National Park"	"0faf9568-4ec2-4856-beee-59f1ab05078d"	"Pandanus sechellarum Balf.f."	7	349	2	"Seychelles pandanus, Vacoa marron, Vakwa maron"	"Pandanus sechellarum "	"nativeEndemic"	"NT"	"NT"	""
"Praslin National Park"	"111bb9db-c48b-481c-99b6-e715c4299df6"	"Haplopteris scolopendrina (Bory) C.Presl"	1	26	3.8	""	"Haplopteris scolopendrina "	"native"	""	""	""
"Praslin National Park"	"11ac7622-ce75-4f75-83c6-ee8c9d558db0"	"Sandoricum koetjape (Burm.f.) Merr."	7	351	2						""
"Praslin National Park"	"11de1089-6fe9-4546-aab8-e5464d28a56d"	"Dicranopteris linearis (Burm.f.) Underw."	6	108	5.6	"Bracken fern, Fouzer koulev, Grif lyon"	"Dicranopteris linearis "	"native"	"LC"	"LC"	""
"Praslin National Park"	"12eb0cfe-590f-4dfd-ab31-f7559d342dac"	"Syzygium cumini (L.) Skeels"	1	11	9.1						""
"Praslin National Park"	"14389254-9afc-4652-b3f5-6cc331fc2fb3"	"Ixora pudica Baker"	2	87	2.3	"Ikzora andemik, Ikzora blan, Ixora, Ixora blanc"	"Ixora pudica "	"nativeEndemic"	"VU"	"NT"	""
"Praslin National Park"	"159fcc8d-c6de-4bea-afa7-b632957198c0"	"Psidium guineense Sw."	3	6	50						" B4"
"Praslin National Park"	"175f9c3c-0125-4faf-8972-d62c68e9ffe1"	"Anthurium crystallinum Linden & André"	1	1	100						" B4"
"Praslin National Park"	"1a8ed0fb-d745-47bb-9559-6edc2850aa22"	"Syzygium wrightii (Baker) A.J.Scott"	11	134	8.2	"Bois de pomme, Bwa ponm, Bwa-d-ponm, Bwaponm"	"Syzygium wrightii "	"nativeEndemic"	"VU"	"VU"	""
"Praslin National Park"	"1c79a4f7-3a0d-4f95-ba91-f5e5390599e7"	"Morinda citrifolia L."	5	99	5.1	"Bois tortue, Bwa torti, Bwatorti, Indian Mulberry, Indian mulberry tree"	"Morinda citrifolia "	"native"	""	""	""
"Praslin National Park"	"1d120dff-0baf-44cf-893d-9cd6f78ec74e"	"Cassytha filiformis L."	3	33	9.1	"Dodder, Lalyann san fen, Lalyann sanfen, Liane sans fin"	"Cassytha filiformis "	"native"	""	""	""
"Praslin National Park"	"1ec31174-a0b2-4fe6-8fbd-32a790842e46"	"Impatiens balsamina L."	3	12	25						" B4"
"Praslin National Park"	"1fe6f983-1029-4101-9e86-384ec0f28089"	"Pellaea doniana J.Sm. ex Hook."	3	49	6.1	""	"Pellaea doniana "	"native"	""	""	""
"Praslin National Park"	"20220516092810"	"Cynanchum viminale (L.) L. subsp. brunonianum (Wight & Arn.) Meve & Liede"	2	41	4.9	""	"Cynanchum viminale subsp. brunonianum"	"native"	""	""	""
"Praslin National Park"	"20a111e2-c23a-4924-8ae1-f8703c6e8dc2"	"Megaskepasma erythrochlamys Lindau"	1	3	33.3						" B4"
"Praslin National Park"	"21066c03-3156-4c0a-a93b-9e5503c8dc42"	"Dioscorea bemarivensis Jum. & H.Perrier"	1	4	25	"Cambare, Kanbar"	"Dioscorea bemarivensis "	"native"	""	""	" B4"
"Praslin National Park"	"24006bae-7f81-4576-9d6e-8ba2b37bcf0b"	"Pteris barklyae (Baker) Li Bing Zhang"	5	21	23.8	""	"Pteris barklyae "	"nativeEndemic"	"EN"	""	" A2an B4"
"Praslin National Park"	"24a06328-34d8-4829-ba53-fcc95c4e61ac"	"Turnera ulmifolia L."	1	55	1.8						""
"Praslin National Park"	"25f9732f-1e08-4b12-9177-2299ee61c6d5"	"Flacourtia indica (Burm.f.) Merr."	1	13	7.7	"Indian plum, Madagascar plum, Prune, Prune marron, Prunier"	"Flacourtia indica "	"native"	"LC"	"LC"	""
"Praslin National Park"	"261a8453-9b32-40d9-8edd-ee06dd2d2b3e"	"Adiantum capillus-veneris L."	3	7	42.9						" B4"
"Praslin National Park"	"26481750-7093-4309-ae7d-fdcc31afb0f8"	"Psychotria dupontiae Hemsl."	1	11	9.1	"Bois couleuvre, Bwa koulev, Bwakoulev"	"Psychotria dupontiae "	"nativeEndemic"	"EN"	""	" A2an"
"Praslin National Park"	"2776f4f0-8f2b-4cf3-8e63-bc34cd2145e1"	"Drypetes riseleyi Airy Shaw"	1	37	2.7	"Bois mare petite feuille, Bwa mare pti fey, Bwamare pti fey"	"Drypetes riseleyi "	"nativeEndemic"	"CR"	"CR"	""
"Praslin National Park"	"297520e5-3bb7-476d-9ed0-700687e65221"	"Elaeis guineensis Jacq."	1	15	6.7						""
"Praslin National Park"	"29c236b5-58a2-49a5-9b28-92262f41e29f"	"Procris insularis H.Schroet."	4	76	5.3	"Neant"	"Procris insularis "	"native"	"NT"	""	""
"Praslin National Park"	"2bb36c77-ae12-400f-a86d-93d2ad5a52c4"	"Abrus precatorius L. subsp. africanus Verdc."	1	62	1.6	"Lalyann reglis, Liane réglisse, Reglis, Réglisse"	"Abrus precatorius subsp. africanus"	"native"	""	""	""
"Praslin National Park"	"2d19c836-bae7-4ae0-bb5c-411479dec55e"	"Tabebuia heterophylla (DC.) Britton"	6	592	1						""
"Praslin National Park"	"2d4d3071-a211-4629-8786-45eba47cbae4"	"Selaginella willdenowii (Desv.) Baker"	1	15	6.7						""
"Praslin National Park"	"2d65f7b9-f0eb-4e82-9219-7dc1dd345041"	"Memecylon elaeagni Blume"	11	448	2.5	"Bois calou, Bwa kalou, Bwakalou"	"Memecylon elaeagni "	"nativeEndemic"	"LC"	"LC"	""
"Praslin National Park"	"2d75421c-0755-454a-aac8-379e7e83dee5"	"Citrus hystrix DC."	1	4	25						" B4"
"Praslin National Park"	"2e7c02ac-ac01-4f8c-a4ff-ba6a0b3955bf"	"Artocarpus heterophyllus Lam."	4	110	3.6						""
"Praslin National Park"	"2f76bff4-84db-4eeb-afe3-9fb3780fb2c3"	"Sphaerostephanos subtruncatus (Bory) Holttum"	1	34	2.9	""	"Sphaerostephanos subtruncatus "	"native"	""	""	""
"Praslin National Park"	"2fa4e64c-70fc-425e-a12d-61d0c28d59f8"	"Ficus lutea Vahl"	10	261	3.8	"Afouche grande feuille, Afouche rouge, La fouche grand feuille, Lafouche rouge, Lafous gran fey"	"Ficus lutea "	"native"	"LC"	"LC"	""
"Praslin National Park"	"3076ca7c-df89-4aba-b041-03d5fe8c9f9e"	"Thunbergia erecta (Benth.) T.Anderson"	1	7	14.3						""
"Praslin National Park"	"31b921ae-5b95-4760-969e-79b7423d3d77"	"Epidendrum radicans Pav. ex Lindl."	2	2	100						" B4"
"Praslin National Park"	"353ee4bd-3925-479e-9a56-46484976f338"	"Pyrostria bibracteata (Baker) Cavaco"	10	405	2.5	"Bois dur rouge, Bwa dir, Bwa dir rouz, Bwadir rouz"	"Pyrostria bibracteata "	"native"	""	"LC"	""
"Praslin National Park"	"36a5b1e0-a9fc-4e72-86be-2e6049d7d735"	"Terminalia bellirica (Gaertn.) Roxb."	1	2	50						" B4"
"Praslin National Park"	"3a7cecc0-eca4-4475-a62b-1b226f177143"	"Trichomanes cupressoides Desv."	4	162	2.5	""	"Trichomanes cupressoides "	"nativeEndemic"	""	""	""
"Praslin National Park"	"3ae776ee-7a50-4f19-bc2f-d03ef63c1e0e"	"Passiflora foetida L."	1	22	4.5						""
"Praslin National Park"	"3aefaf28-0038-4960-b575-15f7d3bbf819"	"Craterispermum microdon Baker"	2	82	2.4	"Bois doux, Bwa dou, Bwadou"	"Craterispermum microdon "	"nativeEndemic"	"EN"	"EN"	""
"Praslin National Park"	"3b249bdb-d699-4b21-a64d-e913b65f9416"	"Mangifera indica L."	3	112	2.7						""
"Praslin National Park"	"3bcb57fb-29b1-4340-bd3a-f42e93bd2245"	"Alstonia macrophylla Wall. ex G.Don"	9	271	3.3						""
"Praslin National Park"	"3bf391cd-56aa-44d3-a364-879940f522a2"	"Lantana camara L."	1	53	1.9						""
"Praslin National Park"	"3c354d6e-acf8-43d2-b979-ca2516d60e51"	"Fimbristylis dichotoma (L.) Vahl"	1	18	5.6	""	"Fimbristylis dichotoma "	"native"	"LC"	"LC"	""
"Praslin National Park"	"3cbedded-e129-4f5e-bae3-232cbbd87655"	"Heliconia psittacorum L.f."	1	9	11.1						""
"Praslin National Park"	"3e2d38c3-8cc7-4d78-aff9-6c13f9b2361c"	"Ptychosperma macarthurii (H.Wendl. ex H.J.Veitch) H.Wendl. ex Hook.f."	3	8	37.5						" B4"
"Praslin National Park"	"3e3dc7c5-8f15-436b-906a-1244d98ad0a1"	"Syzygium jambos (L.) Alston"	1	114	0.9						""
"Praslin National Park"	"3e9da1e0-5538-4ed1-af8a-a395be1a1463"	"Carica papaya L."	1	37	2.7						""
"Praslin National Park"	"3ed583be-773a-4141-bd06-ba1ad3bf2a40"	"Ficus reflexa Thunb. subsp. sechellensis (Baker) C.C.Berg"	1	61	1.6	"Afouche petite feuille, Lafous pti fey"	"Ficus reflexa subsp. sechellensis"	"nativeEndemic"	"VU"	"VU"	""
"Praslin National Park"	"40045397-1cfd-48f3-a100-ec099228d9c4"	"Heritiera littoralis Aiton"	2	45	4.4	"Bois de table, Bwadtab, Bwa-d-tab, Looking glass tree"	"Heritiera littoralis "	"native"	""	""	""
"Praslin National Park"	"4073923c-9940-44f3-8113-a23d88f89344"	"Spathodea campanulata P.Beauv."	1	11	9.1						""
"Praslin National Park"	"45e73692-a545-4eb3-a29d-fde4fce5bfe3"	"Centella asiatica (L.) Urb."	2	14	14.3						""
"Praslin National Park"	"46a0e808-d325-4136-9e86-859edfbe8222"	"Barringtonia racemosa (L.) Spreng."	1	71	1.4	"Bois mare grand feuille, Bonnen kare-d-larivyer, Bonnenkaredrivyer, Bonnet carré de rivière, Bwamare grann fey"	"Barringtonia racemosa "	"native"	"LC"	"LC"	""
"Praslin National Park"	"48299fb5-cb38-4481-9583-49b6ff99c6dc"	"Paragenipa wrightii (Baker) F.Friedmann"	11	406	2.7	"Café marron grande feuille, Kafe maron gran fey"	"Paragenipa wrightii "	"nativeEndemic"	"LC"	""	""
"Praslin National Park"	"49362f68-829c-4cd6-8386-d42368ce8bf2"	"Polyscias sechellarum Baker var. sechellarum"	3	71	4.2	"Bois banane, Bois papaye, Bwa bannann, Bwapapay"	"Polyscias sechellarum var. sechellarum"	"nativeEndemic"	"EN"	"EN"	""
"Praslin National Park"	"4a2c6e40-4a2b-4e4d-91be-c0aeadd30255"	"Acalypha indica L."	1	30	3.3						""
"Praslin National Park"	"4a98826b-2b6f-4e5c-8b6b-c6a8ed6f20be"	"Heliconia bihai (L.) L."	1	5	20						" B4"
"Praslin National Park"	"4bf1bb0f-f602-4ad1-b6cd-dbfe7d6f410f"	"Corymbia citriodora (Hook.) K.D.Hill & L.A.S.Johnson"	1	6	16.7						""
"Praslin National Park"	"4d590278-b21b-49e2-966f-8e0ab7bd6e80"	"Adansonia digitata L."	1	11	9.1						""
"Praslin National Park"	"4dbf437b-8d24-49ba-8210-a4dedbfcc453"	"Eucalyptus camaldulensis Dehnh."	1	7	14.3						""
"Praslin National Park"	"4df9bce4-764d-4f49-9425-8d1389ffa034"	"Cyclosorus dentatus (Forssk.) Ching"	3	28	10.7	""	"Cyclosorus dentatus "	"native"	""	""	""
"Praslin National Park"	"4f81769d-fc52-4292-9b2a-d8f4353ba28a"	"Ardisia elliptica Thunb."	1	18	5.6						""
"Praslin National Park"	"4f99adc9-bebb-4122-b7c5-30dffaeccf04"	"Roscheria melanochaetes (H.Wendl.) H.Wendl. ex Balf.f."	9	486	1.9	"Latanier hauban, Latannyen oban"	"Roscheria melanochaetes "	"nativeEndemicPaleo"	"NT"	"NT"	""
"Praslin National Park"	"4fdafc82-3c5e-4215-8867-04f22c10fe31"	"Camellia sinensis (L.) Kuntze"	1	10	10						""
"Praslin National Park"	"5112140b-6323-4015-b9b2-9a721cd83bbb"	"Asplenium nidus L."	10	153	6.5	"Bird's nest fern, Lang-d-bef, Langdebef"	"Asplenium nidus "	"native"	""	""	""
"Praslin National Park"	"5177f98f-ed75-4c89-ac95-ebb6c8d2ecdd"	"Ananas comosus (L.) Merr."	3	85	3.5						""
"Praslin National Park"	"5303c01a-0f6f-47ce-88a5-9f5653b72a64"	"Aloe vera (L.) Burm.f."	1	10	10						""
"Praslin National Park"	"53066d3b-eb63-415a-86cc-2c1ab21b2398"	"Swietenia mahagoni (L.) Jacq."	5	21	23.8						" B4"
"Praslin National Park"	"544bb465-c4ec-4f82-987d-604da00e60b9"	"Mapania angustifolia (C.B.Clarke) Senterre unpublished"	4	11	36.4	""	"Mapania angustifolia "	"nativeEndemic"	"NT"	""	" B4"
"Praslin National Park"	"54b9345a-fde4-4d9b-92de-3c1f9298367b"	"Abrodictyum parviflorum (Poir.) Ebihara & K.Iwats."	3	8	37.5	""	"Abrodictyum parviflorum "	"native"	"EN"	""	" A2an B4"
"Praslin National Park"	"593a7c8f-eb4a-4558-9c41-af55c64ac436"	"Ficus rubra Vahl"	2	41	4.9	"Lafouche, Lafouche petite feuille, Lafous, Multipliant petite feuille"	"Ficus rubra "	"native"	"LC"	"LC"	""
"Praslin National Park"	"5af3aba7-e2d3-4ed1-92fd-077c94adc218"	"Passiflora suberosa L."	2	63	3.2						""
"Praslin National Park"	"5b6dbda1-d095-420b-9618-086a5f68dd78"	"Allophylus pervillei Blume"	6	204	2.9	"Bois cafoul, Bois maris, Bwa kafoul, Bwakafoul"	"Allophylus pervillei "	"native"	""	""	""
"Praslin National Park"	"5c509bf3-687f-4101-9c51-e21ab7326e8a"	"Campnosperma seychellarum Marchand"	1	69	1.4	"Bois de montagne, Bwadmontanny, Bwa-d-montanny, Capucin blanc"	"Campnosperma seychellarum "	"nativeEndemic"	"CR"	"CR"	""
"Praslin National Park"	"5cd9ae13-4eb8-474f-a41f-2a20f822fea8"	"Mapania seychellaria D.A.Simpson"	5	10	50	""	"Mapania seychellaria "	"nativeEndemic"	"VU"	"VU"	"A2b A2bn B4"
"Praslin National Park"	"5df5d5e3-67fe-48f7-83bb-25bde70f0dbb"	"Manihot esculenta Crantz"	2	20	10						""
"Praslin National Park"	"5e13a0a2-4286-4db9-b9ee-e9c638ba6fa7"	"Lycopodiella cernua (L.) Pic.Serm."	2	17	11.8	"Fougère mariage, Fouzer mariaz, Fouzer maryaz"	"Lycopodiella cernua "	"native"	""	""	""
"Praslin National Park"	"5e6f079f-f059-41e7-a855-1cd9230f7dff"	"Catharanthus roseus (L.) G.Don"	2	63	3.2						""
"Praslin National Park"	"5f13227d-0edc-4dcd-ba52-78b9f535e163"	"Ixora coccinea L."	1	10	10						""
"Praslin National Park"	"5fc4df62-db83-4bff-b2cb-d3a0ce59c8ef"	"Mapania floribunda (Nees ex Steud.) T.Koyama"	6	194	3.1	""	"Mapania floribunda "	"nativeEndemic"	"LC"	"LC"	""
"Praslin National Park"	"60c50efa-8017-4213-a46e-691e0fd4c5f8"	"Flemingia strobilifera (L.) R.Br. in W.T.Aiton"	1	12	8.3						""
"Praslin National Park"	"60f24ddf-8d21-4420-9083-43b1e80282dd"	"Anacardium occidentale L."	1	104	1						""
"Praslin National Park"	"6292478f-36b4-4f5d-9dca-e9638e5526f4"	"Christella hispidula (Decne.) Holttum"	1	8	12.5	""	"Christella hispidula "	"native"	""	""	""
"Praslin National Park"	"63cc92dc-7cb4-496b-8193-580283bcb002"	"Polyscias crassa (Hemsl.) Lowry & G.M.Plunkett"	7	123	5.7	"Bois banane, Bwa bannann, Bwabannann"	"Polyscias crassa "	"nativeEndemic"	"VU"	"VU"	""
"Praslin National Park"	"63deb31e-9268-4827-8981-65cc907e0240"	"Deckenia nobilis H.Wendl. ex Seem."	19	465	4.1	"Chou palmiste, Millionaires salad, Palmis, Palmiste"	"Deckenia nobilis "	"nativeEndemicPaleo"	"VU"	"VU"	""
"Praslin National Park"	"64acbfff-3f68-4da0-8e61-a36166129c7c"	"Didymoglossum cuspidatum (Willd.) Ebihara & Dubuisson"	2	130	1.5	""	"Didymoglossum cuspidatum "	"native"	""	""	""
"Praslin National Park"	"66a0ed77-a00d-40f6-b2cf-08f12133e132"	"Tabernaemontana coffeoides Bojer ex A.DC."	1	53	1.9	"Bois cuiller, Bois cuillère, Bois de lait, Bwa kwiyer, Bwakwiyer"	"Tabernaemontana coffeoides "	"native"	""	""	""
"Praslin National Park"	"66f87a2d-97c1-4821-81c2-f5324f77fcb6"	"Pyrrosia lanceolata (L.) Farw."	1	30	3.3	""	"Pyrrosia lanceolata "	"native"	""	""	""
"Praslin National Park"	"6b5872f4-b616-4fd0-80ba-d05060e62e15"	"Capsicum annuum L."	1	5	20						" B4"
"Praslin National Park"	"6dac5c19-f231-4dac-b1df-6b141dd4c148"	"Martellidendron hornei (Balf.f.) Callm. & Chassot"	5	133	3.8	"Horne's pandanus, Horn's Vacoa, Vacoa parasol, Vakwa parasol"	"Martellidendron hornei "	"nativeEndemicPaleo"	"VU"	"VU"	""
"Praslin National Park"	"6e66aeb2-e490-4012-96e9-72f01b22813d"	"Averrhoa carambola L."	2	16	12.5						""
"Praslin National Park"	"70277ec4-441f-458b-89e0-8d633a989845"	"Haplopteris ensiformis (Sw.) E.H.Crane"	6	93	6.5	""	"Haplopteris ensiformis "	"native"	""	""	""
"Praslin National Park"	"71168945-afaa-4cce-96cc-6a422d26c557"	"Euphorbia pyrifolia Lam."	2	116	1.7	"Bois de lait, Bwa dile, Bwadile, Fangame, Faudamon, Tanghin, Tanghin rouge, Tonga"	"Euphorbia pyrifolia "	"native"	""	"LC"	""
"Praslin National Park"	"71432f59-6a65-4da7-9549-4e8db5da6f7d"	"Erythroxylum sechellarum O.E.Schulz"	7	216	3.2	"Bois de ronde, Café marron petite feuille, Kafe maron pti fey"	"Erythroxylum sechellarum "	"nativeEndemic"	"LC"	"LC"	""
"Praslin National Park"	"7269e87f-98b3-47d6-b5ff-16c827710e23"	"Angraecum eburneum Bory subsp. eburneum"	1	8	12.5	"Fler payanke, Orkid payanke, Tropic bird orchid"	"Angraecum eburneum subsp. eburneum"	"native"	""	""	""
"Praslin National Park"	"73a912b6-8371-4d4a-a338-2a0f09791835"	"Polyscias fruticosa (L.) Harms"	1	3	33.3						" B4"
"Praslin National Park"	"73ebf2cc-1bb8-4ad0-9cc3-d1163d0a0479"	"Flagellaria indica L."	7	88	8	"Rattan, Zoli vav, Zolivav"	"Flagellaria indica "	"native"	""	""	""
"Praslin National Park"	"740fb00a-1f43-4dce-8d9b-0177c8f80c0d"	"Scleria sumatrensis Retz."	4	29	13.8	"Herbe coupant, Lerb koupan"	"Scleria sumatrensis "	"native"	""	"LC"	""
"Praslin National Park"	"75b815cf-21bd-4f49-9472-c5f0e49db80b"	"Phlogacanthus turgidus (Hook.f.) Lindau"	1	8	12.5						""
"Praslin National Park"	"770de6de-4b62-4697-a647-5217c553022b"	"Ayapana triplinervis (Vahl) R.M.King & H.Rob."	2	5	40						" B4"
"Praslin National Park"	"776ddd98-b496-40c4-ae30-1fcee1731203"	"Heliconia rostrata Ruiz & Pav."	1	4	25						" B4"
"Praslin National Park"	"79752f93-9590-4e1c-8987-9b934bc8088d"	"Enteropogon sechellensis (Benth.) T.Durand & Schinz"	1	20	5	"Gazon"	"Enteropogon sechellensis "	"native"	""	""	""
"Praslin National Park"	"79d24f29-d2f3-4e94-a2e4-94603306d775"	"Terminalia catappa L."	5	163	3.1	"Badamier, Bodanmyen, Indian almond, Indian Almond tree"	"Terminalia catappa "	"native"	"LC"	"LC"	""
"Praslin National Park"	"7a2f1cef-4045-4acd-8734-3d86bc976955"	"Dracaena floribunda Baker"	9	472	1.9	"Bois de chandelle à grandes feuilles, Bwa sandel gran fey"	"Dracaena floribunda "	"native"	""	""	""
"Praslin National Park"	"7a86d50e-830e-48c5-8e38-1dc268c79804"	"Kalanchoe pinnata (Lam.) Pers."	1	27	3.7						""
"Praslin National Park"	"7be098ba-41ff-4b6d-bc16-752c15b8a8d8"	"Syzygium malaccense (L.) Merr. & L.M.Perry"	1	40	2.5						""
"Praslin National Park"	"7d8573d2-fbf5-4ef8-abc0-ffd35792a1f6"	"Vanilla phalaenopsis Rchb.f. ex Van Houtte"	2	124	1.6	"Lavannir maron, Vanille sauvage"	"Vanilla phalaenopsis "	"nativeEndemic"	"LC"	"LC"	""
"Praslin National Park"	"7edcfab9-3099-4912-a2d4-595d97e6c20e"	"Cinnamomum verum J.Presl"	14	3131	0.4						""
"Praslin National Park"	"80700a34-8a58-486a-bb11-60c4b2de6aba"	"Dillenia ferruginea (Baill.) Gilg"	16	277	5.8	"Bois rouge, Bwa rouz, Bwarouz"	"Dillenia ferruginea "	"nativeEndemic"	"NT"	"NT"	""
"Praslin National Park"	"80ff1aa4-b10e-4211-bf70-8df64e485c06"	"Acrostichum aureum L."	1	64	1.6	"Fouzer lanmar"	"Acrostichum aureum "	"native"	"LC"	"LC"	""
"Praslin National Park"	"81203080-65af-46a0-a0f1-7e111e9f9d63"	"Artocarpus altilis (Parkinson) Fosberg"	4	53	7.5						""
"Praslin National Park"	"81ab5057-7d02-45d6-b90e-939816940390"	"Nephrolepis cordifolia (L.) C.Presl var. cordifolia"	1	13	7.7	""	"Nephrolepis cordifolia var. cordifolia"	"native"	""	""	""
"Praslin National Park"	"824b7536-0ade-4d96-8bfb-a503a51d09b7"	"Phymatosorus scolopendria (Burm.f) Pic.Serm."	8	352	2.3	"Kapiler"	"Phymatosorus scolopendria "	"native"	""	""	""
"Praslin National Park"	"82a7cf35-3369-4af0-9382-cc9fa5642faa"	"Tabebuia rosea (Bertol.) DC."	1	5	20						" B4"
"Praslin National Park"	"8396d97e-1f05-4631-a4e5-df120f60194e"	"Euphorbia hirta L."	2	38	5.3						""
"Praslin National Park"	"855f0152-747e-48f3-9f16-a2bc48d36c47"	"Davallia denticulata (Burm.f.) Mett. ex Kuhn"	4	123	3.3	""	"Davallia denticulata "	"native"	""	""	""
"Praslin National Park"	"861a06bc-1370-425e-933c-e106618f6049"	"Pueraria phaseoloides (Roxb.) Benth."	1	3	33.3						" B4"
"Praslin National Park"	"86288d0b-0a57-46d2-94cd-6c122eaef2e8"	"Intsia bijuga (Colebr.) Kuntze"	9	114	7.9	"Bwa gayak, Gayac, Gayak, Moluccan Ironwood"	"Intsia bijuga "	"native"	"VU"	"NT"	""
"Praslin National Park"	"869c1b21-ff41-471f-b48b-b6d95df337b1"	"Dodonaea viscosa (L.) Jacq."	3	44	6.8	"Bois de reinette, Bwa renet, Bwadrenet, Bwa-d-renet"	"Dodonaea viscosa "	"native"	"LC"	"LC"	""
"Praslin National Park"	"87035e48-c51d-45cb-a4ef-df185fa8af4d"	"Megathyrsus maximus (Jacq.) B.K.Simon & S.W.L.Jacobs"	1	31	3.2						""
"Praslin National Park"	"875a6ba9-8681-4462-8acd-ec9fd5b54b32"	"Nesolindsaea kirkii (Hook. ex Baker) Lehtonen & Christenh."	2	163	1.2	""	"Nesolindsaea kirkii "	"nativeEndemic"	"LC"	""	""
"Praslin National Park"	"883f7d83-75d9-4acf-936d-2f115a67fea4"	"Vanilla planifolia Jacks. ex Andrews"	7	129	5.4						""
"Praslin National Park"	"897f1b34-b146-4ef3-9dfd-ae95eaa7c61d"	"Epipremnum pinnatum (L.) Engl."	3	22	13.6						""
"Praslin National Park"	"898a7baa-bfcd-473d-94b3-a59a34c96944"	"Hypoxidia rhizophylla (Baker) F.Friedmann"	7	183	3.8	"Petit coco marron, Pti koko maron"	"Hypoxidia rhizophylla "	"nativeEndemic"	"VU"	"VU"	""
"Praslin National Park"	"8b1833f1-dc1c-4a4b-aa11-d1cdd705a526"	"Bolbitis bipinnatifida (Mett. in Kuhn) Ching"	5	162	3.1	""	"Bolbitis bipinnatifida "	"nativeEndemic"	"LC"	""	""
"Praslin National Park"	"8b9b81e7-362f-4432-85d1-d928f8439771"	"Gynura sechellensis (Baker) Hemsl."	2	74	2.7	"Bois chevre, Jacobé, Jacobet marron, Zakobe, Zakobe maron"	"Gynura sechellensis "	"nativeEndemic"	"VU"	"VU"	""
"Praslin National Park"	"8e990f91-13e9-4a2a-9058-e5f6b7eb21dd"	"Syzygium aromaticum (L.) Merr. & L.M.Perry"	3	49	6.1						""
"Praslin National Park"	"8f661cd2-9e51-430a-96c9-ad0fe4b39478"	"Mitracarpus hirtus (L.) DC."	1	13	7.7						""
"Praslin National Park"	"903595f7-93c1-4b4b-a523-69d4caf29cfb"	"Timonius sechellensis Summerh."	6	181	3.3	"Bois cassant, Bois cassant de montagne, Bois cassant grand bois, Bwa kasan-d-montanny, Bwakasandmontanny"	"Timonius sechellensis "	"nativeEndemic"	"VU"	""	""
"Praslin National Park"	"946dd0b6-4187-4459-8cbe-a7f25a2f0853"	"Disperis tripetaloides (Thouars) Lindl."	2	24	8.3	""	"Disperis tripetaloides "	"native"	"VU"	""	""
