"ecoSpeciesID"	"ecoSpecies"	"ecoSpeciesTranslated"	"ecoSpeciesReference"	"ecoSpeciesReferencePage"	"ecoSpeciesReferenceID"	"ecoSpeciesDate"	"ecoSpeciesBiotype"	"ecoSpeciesAuthor"	"ecoSpeciesEN"	"ecoSpeciesFR"	"ecoSpeciesENFR"	"synof_ecoSpeciesID"	"synof_ecoSpecies"	"synof_ecoSpeciesBiotype"	"nomenclaturalStatus"	"IUCNL3ID"	"IUCNL3"	"BIOL4ID"	"BIOL4"	"BIOL4Ordering"	"lifeZone"	"ecoOrder"	"ecoFamily"	"ecoGenus"	"ecoGenusOrdering"	"RLEStatus"
"20200811105213"	"West African Coastal frontshore sandy beach of the Tropical lowland superhumid evergreen rainforest zone (EN)"	"Plage sableuse du front côtier, ouest africaine, de la zone des Forêts tropicales superhumides sempervirentes de plaine (FR)"	"Senterre (2020)"	"23"	"https://doi.org/10.13140/RG.2.2.17934.89924"	2020-08-10	"20200811133818"	"Senterre, Bruno"	"West African Coastal frontshore sandy beach of the Tropical lowland superhumid evergreen rainforest zone (EN)"	"Plage sableuse du front côtier, ouest africaine, de la zone des Forêts tropicales superhumides sempervirentes de plaine (FR)"	"West African Coastal frontshore sandy beach of the Tropical lowland superhumid evergreen rainforest zone (EN)"	"20200811105213"	"West African Coastal frontshore sandy beach of the Tropical lowland superhumid evergreen rainforest zone (EN)"	"20200811133818"	"aa-Active Valid"	"MT1.3"	"MT1.3 Sandy shores"	"BIO-MT6.1.4"	"MT6.1.4 Tropical-subtropical sandy shores"	317	"Tropical lowland superhumid"	"Coastal frontshore upland"	"Sandy beach (frontshore, supratidal)"	"Sandy beach (frontshore, supratidal)"	32	""
"20200909094125"	"West African Granite rock surface of the Lowland tropical humid moist seasonal semi-deciduous rainforest zone (EN)"	"Affleurement rocheux de granite de la zone des Forêts tropicales humides saisonnières semi-décidues de plaine d'Afrique de l'ouest (FR)"	"Senterre (2020)"	"53"	"https://doi.org/10.13140/RG.2.2.17934.89924"	2020-09-08	"20200909093605"	"Senterre, Bruno"	"West African Granite rock surface of the Lowland tropical humid moist seasonal semi-deciduous rainforest zone (EN)"	"Affleurement rocheux de granite de la zone des Forêts tropicales humides saisonnières semi-décidues de plaine d'Afrique de l'ouest (FR)"	"West African Granite rock surface of the Lowland tropical humid moist seasonal semi-deciduous rainforest zone (EN)"	"20200909094125"	"West African Granite rock surface of the Lowland tropical humid moist seasonal semi-deciduous rainforest zone (EN)"	"20200909093605"	"aa-Active Valid"	"T3.4"	"T3.4 Rocky pavements, screes and lava flows"	"BIO-T8.3.1"	"T8.3.1 Tropical-subtropical lowland and submontane sparsely vegetated rock outcrop and rock pavements"	96	"Tropical lowland humid"	"Inland (non-coastal) upland"	"Bare rock"	"Granitic rock"	88	""
"20200909094122"	"Exposed rock surfaces of granite inselbergs (EN)"	""	"Porembski (1994)"	"318"	"https://doi.org/10.1016/S0367-2530(17)30612-6"	1994-03-27	"20200909093605"	"Porembski, Stefan"	"Exposed rock surfaces of granite inselbergs (EN)"	""	"Exposed rock surfaces of granite inselbergs (EN)"	"20200909094125"	"West African Granite rock surface of the Lowland tropical humid moist seasonal semi-deciduous rainforest zone (EN)"	"20200909093605"	"ba-Homotypic names"	"T3.4"	"T3.4 Rocky pavements, screes and lava flows"	"BIO-T8.3.1"	"T8.3.1 Tropical-subtropical lowland and submontane sparsely vegetated rock outcrop and rock pavements"	96	"Tropical lowland humid"	"Inland (non-coastal) upland"	"Bare rock"	"Granitic rock"	88	""
"20200909141820"	"West African Granite rock surface of the Submontane tropical humid moist seasonal semi-deciduous rainforest zone (EN)"	"Affleurement rocheux de granite de la zone des Forêts tropicales humides saisonnières semi-décidues submontagnardes d'Afrique de l'ouest (FR)"	"Senterre (2020)"	"54"	"https://doi.org/10.13140/RG.2.2.17934.89924"	2020-09-08	"20200812152525"	"Senterre, Bruno"	"West African Granite rock surface of the Submontane tropical humid moist seasonal semi-deciduous rainforest zone (EN)"	"Affleurement rocheux de granite de la zone des Forêts tropicales humides saisonnières semi-décidues submontagnardes d'Afrique de l'ouest (FR)"	"West African Granite rock surface of the Submontane tropical humid moist seasonal semi-deciduous rainforest zone (EN)"	"20200909141820"	"West African Granite rock surface of the Submontane tropical humid moist seasonal semi-deciduous rainforest zone (EN)"	"20200812152525"	"aa-Active Valid"	"T3.4"	"T3.4 Rocky pavements, screes and lava flows"	"BIO-T8.3.1"	"T8.3.1 Tropical-subtropical lowland and submontane sparsely vegetated rock outcrop and rock pavements"	96	"Tropical submontane humid"	"Inland (non-coastal) upland"	"Bare rock"	"Granitic rock"	88	""
"20200804135405"	"West African Overdrained dwarf forest of the Lowland tropical superhumid wet evergreen rainforest zone (EN)"	"Forêt ouest africaine naine sur-drainée de la zone des Forêts tropicales superhumides sempervirentes de plaine (FR)"	"Senterre (2020)"	"50"	"https://doi.org/10.13140/RG.2.2.17934.89924"	2020-08-03	"70ad7c4f-cd8d-4c69-b8b4-dde988047c78"	"Senterre, Bruno"	"West African Overdrained dwarf forest of the Lowland tropical superhumid wet evergreen rainforest zone (EN)"	"Forêt ouest africaine naine sur-drainée de la zone des Forêts tropicales superhumides sempervirentes de plaine (FR)"	"West African Overdrained dwarf forest of the Lowland tropical superhumid wet evergreen rainforest zone (EN)"	"20200804135405"	"West African Overdrained dwarf forest of the Lowland tropical superhumid wet evergreen rainforest zone (EN)"	"70ad7c4f-cd8d-4c69-b8b4-dde988047c78"	"aa-Active Valid"	"T1.4"	"T1.4 Tropical heath forests"	"BIO-T1.1.5"	"T1.1.5 Tropical-subtropical lowland humid edaphic low forests, heath forests and woodlands"	5	"Tropical lowland superhumid"	"Inland (non-coastal) upland"	"Drained (topographically)"	"Overdrained forest"	84	""
"20200804135358"	"Dry ridge forests of the wet evergreen littoral rain forest zone (EN)"	""	"Senterre (2014)"	"16"	"https://doi.org/10.13140/RG.2.2.32628.48003"	2014-06-11	"70ad7c4f-cd8d-4c69-b8b4-dde988047c78"	"Senterre, Bruno"	"Dry ridge forests of the wet evergreen littoral rain forest zone (EN)"	""	"Dry ridge forests of the wet evergreen littoral rain forest zone (EN)"	"20200804135405"	"West African Overdrained dwarf forest of the Lowland tropical superhumid wet evergreen rainforest zone (EN)"	"70ad7c4f-cd8d-4c69-b8b4-dde988047c78"	"ba-Homotypic names"	"T1.4"	"T1.4 Tropical heath forests"	"BIO-T1.1.5"	"T1.1.5 Tropical-subtropical lowland humid edaphic low forests, heath forests and woodlands"	5	"Tropical lowland superhumid"	"Inland (non-coastal) upland"	"Drained (topographically)"	"Overdrained forest"	84	""
"20200804140517"	"West African Ravine forest of the Tropical lowland superhumid evergreen rainforest zone (EN)"	"Forêt ouest africaine de ravin de la zone des Forêts tropicales superhumides sempervirentes de plaine (FR)"	"Senterre (2020)"	"68"	"https://doi.org/10.13140/RG.2.2.17934.89924"	2020-08-03	"ae899a1a-7b78-4919-82da-3792023f08da"	"Senterre, Bruno"	"West African Ravine forest of the Tropical lowland superhumid evergreen rainforest zone (EN)"	"Forêt ouest africaine de ravin de la zone des Forêts tropicales superhumides sempervirentes de plaine (FR)"	"West African Ravine forest of the Tropical lowland superhumid evergreen rainforest zone (EN)"	"20200804140517"	"West African Ravine forest of the Tropical lowland superhumid evergreen rainforest zone (EN)"	"ae899a1a-7b78-4919-82da-3792023f08da"	"aa-Active Valid"	"T1.1"	"T1.1 Tropical-subtropical lowland rainforests"	"BIO-T1.1.1"	"T1.1.1 Tropical-subtropical lowland superhumid rain forests"	1	"Tropical lowland superhumid"	"Inland (non-coastal) upland"	"Ravine"	"Ravine forest"	80	""
"20200804135616"	"Ravine forests of the wet evergreen littoral rain forest zone (EN)"	""	"Senterre (2014)"	"19"	"https://doi.org/10.13140/RG.2.2.32628.48003"	2014-06-11	"ae899a1a-7b78-4919-82da-3792023f08da"	"Senterre, Bruno"	"Ravine forests of the wet evergreen littoral rain forest zone (EN)"	""	"Ravine forests of the wet evergreen littoral rain forest zone (EN)"	"20200804140517"	"West African Ravine forest of the Tropical lowland superhumid evergreen rainforest zone (EN)"	"ae899a1a-7b78-4919-82da-3792023f08da"	"ba-Homotypic names"	"T1.1"	"T1.1 Tropical-subtropical lowland rainforests"	"BIO-T1.1.1"	"T1.1.1 Tropical-subtropical lowland superhumid rain forests"	1	"Tropical lowland superhumid"	"Inland (non-coastal) upland"	"Ravine"	"Ravine forest"	80	""
"20200804143417"	"West African Riparian forest of the Tropical lowland superhumid evergreen rainforest zone (EN)"	"Forêt ouest africaine ripicole de la zone des Forêts tropicales superhumides sempervirentes de plaine (FR)"	"Senterre (2020)"	"36"	"https://doi.org/10.13140/RG.2.2.17934.89924"	2020-08-03	"d1391fb0-ca68-44fe-baa9-e1cc1b6b83c1"	"Senterre, Bruno"	"West African Riparian forest of the Tropical lowland superhumid evergreen rainforest zone (EN)"	"Forêt ouest africaine ripicole de la zone des Forêts tropicales superhumides sempervirentes de plaine (FR)"	"West African Riparian forest of the Tropical lowland superhumid evergreen rainforest zone (EN)"	"20200804143417"	"West African Riparian forest of the Tropical lowland superhumid evergreen rainforest zone (EN)"	"d1391fb0-ca68-44fe-baa9-e1cc1b6b83c1"	"aa-Active Valid"	"TF1.1"	"TF1.1 Tropical flooded forests and peat forests"	"BIO-TF1.1.3"	"TF1.1.3 Tropical-subtropical lowland flooded/riparian forests and woodlands"	135	"Tropical lowland superhumid"	"Inland (non-coastal) wetland (incl. floating vegetation)"	"Inland riparian (seasonally saturated, flushed, floaded)"	"Riparian forest on alluvial soil"	75	""
"20200804142654"	"Riparian forests of the wet evergreen littoral rain forest zone (EN)"	""	"Senterre (2014)"	"23"	"https://doi.org/10.13140/RG.2.2.32628.48003"	2014-06-11	"d1391fb0-ca68-44fe-baa9-e1cc1b6b83c1"	"Senterre, Bruno"	"Riparian forests of the wet evergreen littoral rain forest zone (EN)"	""	"Riparian forests of the wet evergreen littoral rain forest zone (EN)"	"20200804143417"	"West African Riparian forest of the Tropical lowland superhumid evergreen rainforest zone (EN)"	"d1391fb0-ca68-44fe-baa9-e1cc1b6b83c1"	"ba-Homotypic names"	"TF1.1"	"TF1.1 Tropical flooded forests and peat forests"	"BIO-TF1.1.3"	"TF1.1.3 Tropical-subtropical lowland flooded/riparian forests and woodlands"	135	"Tropical lowland superhumid"	"Inland (non-coastal) wetland (incl. floating vegetation)"	"Inland riparian (seasonally saturated, flushed, floaded)"	"Riparian forest on alluvial soil"	75	""
"20200811163924"	"West African Saxicolous dwarf forest on granitic outcrop of the Lowland tropical humid moist seasonal semi-deciduous rainforest zone (EN)"	"Forêt ouest africaine naine saxicole sur inselberg granitique de la zone des Forêts tropicales humides saisonnières semi-décidues de plaine (FR)"	"Senterre (2020)"	"62"	"https://doi.org/10.13140/RG.2.2.17934.89924"	2020-08-10	"20200811164012"	"Senterre, Bruno"	"West African Saxicolous dwarf forest on granitic outcrop of the Lowland tropical humid moist seasonal semi-deciduous rainforest zone (EN)"	"Forêt ouest africaine naine saxicole sur inselberg granitique de la zone des Forêts tropicales humides saisonnières semi-décidues de plaine (FR)"	"West African Saxicolous dwarf forest on granitic outcrop of the Lowland tropical humid moist seasonal semi-deciduous rainforest zone (EN)"	"20200811163924"	"West African Saxicolous dwarf forest on granitic outcrop of the Lowland tropical humid moist seasonal semi-deciduous rainforest zone (EN)"	"20200811164012"	"aa-Active Valid"	"T1.4"	"T1.4 Tropical heath forests"	"BIO-T1.1.5"	"T1.1.5 Tropical-subtropical lowland humid edaphic low forests, heath forests and woodlands"	5	"Tropical lowland humid"	"Inland (non-coastal) upland"	"Subsaxicolous"	"Subsaxicolous dwarf forest on granitic outcrop"	86	""
"20200807170815"	"West African Saxicolous dwarf forest on granitic outcrop of the Lowland tropical perhumid moist evergreen rainforest zone (EN)"	"Forêt ouest africaine naine saxicole sur inselberg granitique de la zone des Forêts tropicales perhumides sempervirentes de plaine (FR)"	"Senterre (2020)"	"62"	"https://doi.org/10.13140/RG.2.2.17934.89924"	2020-08-06	"20200807175827"	"Senterre, Bruno"	"West African Saxicolous dwarf forest on granitic outcrop of the Lowland tropical perhumid moist evergreen rainforest zone (EN)"	"Forêt ouest africaine naine saxicole sur inselberg granitique de la zone des Forêts tropicales perhumides sempervirentes de plaine (FR)"	"West African Saxicolous dwarf forest on granitic outcrop of the Lowland tropical perhumid moist evergreen rainforest zone (EN)"	"20200807170815"	"West African Saxicolous dwarf forest on granitic outcrop of the Lowland tropical perhumid moist evergreen rainforest zone (EN)"	"20200807175827"	"aa-Active Valid"	"T1.4"	"T1.4 Tropical heath forests"	"BIO-T1.1.5"	"T1.1.5 Tropical-subtropical lowland humid edaphic low forests, heath forests and woodlands"	5	"Tropical lowland perhumid"	"Inland (non-coastal) upland"	"Subsaxicolous"	"Subsaxicolous dwarf forest on granitic outcrop"	86	""
"20200811161957"	"West African Saxicolous dwarf forest on granitic outcrop of the Montane tropical humid moist seasonal semi-deciduous rainforest zone (EN)"	"Forêt ouest africaine naine saxicole sur inselberg granitique de la zone des Forêts tropicales humides saisonnières semi-décidues montagnardes (FR)"	"Senterre (2020)"	"63"	"https://doi.org/10.13140/RG.2.2.17934.89924"	2020-08-10	"20200811162136"	"Senterre, Bruno"	"West African Saxicolous dwarf forest on granitic outcrop of the Montane tropical humid moist seasonal semi-deciduous rainforest zone (EN)"	"Forêt ouest africaine naine saxicole sur inselberg granitique de la zone des Forêts tropicales humides saisonnières semi-décidues montagnardes (FR)"	"West African Saxicolous dwarf forest on granitic outcrop of the Montane tropical humid moist seasonal semi-deciduous rainforest zone (EN)"	"20200811161957"	"West African Saxicolous dwarf forest on granitic outcrop of the Montane tropical humid moist seasonal semi-deciduous rainforest zone (EN)"	"20200811162136"	"aa-Active Valid"	"T1.4"	"T1.4 Tropical heath forests"	"BIO-T2.1.4"	"T2.1.4 Tropical-subtropical lower montane humid edaphic heath forests and woodlands"	15	"Tropical lower montane humid"	"Inland (non-coastal) upland"	"Subsaxicolous"	"Subsaxicolous dwarf forest on granitic outcrop"	86	""
"20200812094628"	"West African Saxicolous dwarf forest on granitic outcrop of the Montane tropical perhumid moist evergreen rainforest zone (EN)"	"Forêt ouest africaine naine saxicole sur inselberg granitique de la zone des Forêts tropicales perhumides sempervirentes montagnardes (FR)"	"Senterre (2020)"	"62"	"https://doi.org/10.13140/RG.2.2.17934.89924"	2020-08-11	"20200812113021"	"Senterre, Bruno"	"West African Saxicolous dwarf forest on granitic outcrop of the Montane tropical perhumid moist evergreen rainforest zone (EN)"	"Forêt ouest africaine naine saxicole sur inselberg granitique de la zone des Forêts tropicales perhumides sempervirentes montagnardes (FR)"	"West African Saxicolous dwarf forest on granitic outcrop of the Montane tropical perhumid moist evergreen rainforest zone (EN)"	"20200812094628"	"West African Saxicolous dwarf forest on granitic outcrop of the Montane tropical perhumid moist evergreen rainforest zone (EN)"	"20200812113021"	"aa-Active Valid"	"T1.4"	"T1.4 Tropical heath forests"	"BIO-T2.1.4"	"T2.1.4 Tropical-subtropical lower montane humid edaphic heath forests and woodlands"	15	"Tropical lower montane perhumid"	"Inland (non-coastal) upland"	"Subsaxicolous"	"Subsaxicolous dwarf forest on granitic outcrop"	86	""
"20200811162221"	"West African Saxicolous dwarf forest on granitic outcrop of the Submontane tropical humid moist seasonal semi-deciduous rainforest zone (EN)"	"Forêt ouest africaine naine saxicole sur inselberg granitique de la zone des Forêts tropicales humides saisonnières semi-décidues submontagnardes (FR)"	"Senterre (2020)"	"63"	"https://doi.org/10.13140/RG.2.2.17934.89924"	2020-08-10	"BS61-20190927-1043-10"	"Senterre, Bruno"	"West African Saxicolous dwarf forest on granitic outcrop of the Submontane tropical humid moist seasonal semi-deciduous rainforest zone (EN)"	"Forêt ouest africaine naine saxicole sur inselberg granitique de la zone des Forêts tropicales humides saisonnières semi-décidues submontagnardes (FR)"	"West African Saxicolous dwarf forest on granitic outcrop of the Submontane tropical humid moist seasonal semi-deciduous rainforest zone (EN)"	"20200811162221"	"West African Saxicolous dwarf forest on granitic outcrop of the Submontane tropical humid moist seasonal semi-deciduous rainforest zone (EN)"	"BS61-20190927-1043-10"	"aa-Active Valid"	"T1.4"	"T1.4 Tropical heath forests"	"BIO-T1.1.6"	"T1.1.6 Tropical-subtropical submontane humid edaphic low forests, heath forests and woodlands"	6	"Tropical submontane humid"	"Inland (non-coastal) upland"	"Subsaxicolous"	"Subsaxicolous dwarf forest on granitic outcrop"	86	""
"20200812113400"	"West African Saxicolous dwarf forest on granitic outcrop of the Submontane tropical perhumid moist evergreen rainforest zone (EN)"	"Forêt ouest africaine naine saxicole sur inselberg granitique de la zone des Forêts tropicales perhumides sempervirentes submontagnardes (FR)"	"Senterre (2020)"	"62"	"https://doi.org/10.13140/RG.2.2.17934.89924"	2020-08-11	"20200812114303"	"Senterre, Bruno"	"West African Saxicolous dwarf forest on granitic outcrop of the Submontane tropical perhumid moist evergreen rainforest zone (EN)"	"Forêt ouest africaine naine saxicole sur inselberg granitique de la zone des Forêts tropicales perhumides sempervirentes submontagnardes (FR)"	"West African Saxicolous dwarf forest on granitic outcrop of the Submontane tropical perhumid moist evergreen rainforest zone (EN)"	"20200812113400"	"West African Saxicolous dwarf forest on granitic outcrop of the Submontane tropical perhumid moist evergreen rainforest zone (EN)"	"20200812114303"	"aa-Active Valid"	"T1.4"	"T1.4 Tropical heath forests"	"BIO-T1.1.6"	"T1.1.6 Tropical-subtropical submontane humid edaphic low forests, heath forests and woodlands"	6	"Tropical submontane perhumid"	"Inland (non-coastal) upland"	"Subsaxicolous"	"Subsaxicolous dwarf forest on granitic outcrop"	86	""
"20200811163418"	"West African Saxicolous open vegetation on granitic outcrop of the Lowland tropical humid moist seasonal semi-deciduous rainforest zone (EN)"	"Végétation ouverte ouest africaine saxicole sur inselberg granitique de la zone des Forêts tropicales humides saisonnières semi-décidues de plaine (FR)"	"Senterre (2020)"	"56"	"https://doi.org/10.13140/RG.2.2.17934.89924"	2020-08-10	"20200811163826"	"Senterre, Bruno"	"West African Saxicolous open vegetation on granitic outcrop of the Lowland tropical humid moist seasonal semi-deciduous rainforest zone (EN)"	"Végétation ouverte ouest africaine saxicole sur inselberg granitique de la zone des Forêts tropicales humides saisonnières semi-décidues de plaine (FR)"	"West African Saxicolous open vegetation on granitic outcrop of the Lowland tropical humid moist seasonal semi-deciduous rainforest zone (EN)"	"20200811163418"	"West African Saxicolous open vegetation on granitic outcrop of the Lowland tropical humid moist seasonal semi-deciduous rainforest zone (EN)"	"20200811163826"	"aa-Active Valid"	"T3.4"	"T3.4 Rocky pavements, screes and lava flows"	"BIO-T3.1.2"	"T3.1.2 Tropical-subtropical lowland and submontane arid edaphic shrublands, scrubs and thickets"	39	"Tropical lowland humid"	"Inland (non-coastal) upland"	"Saxicolous"	"Saxicolous open vegetation on granitic outcrops"	87	""
"20200909094435"	"Afrotrilepis pilosa-mats of granite inselbergs  (EN)"	""	"Porembski (1994)"	"318"	"https://doi.org/10.1016/S0367-2530(17)30612-6"	1994-03-27	"20200909141453"	"Porembski, Stefan"	"Afrotrilepis pilosa-mats of granite inselbergs  (EN)"	""	"Afrotrilepis pilosa-mats of granite inselbergs  (EN)"	"20200811163418"	"West African Saxicolous open vegetation on granitic outcrop of the Lowland tropical humid moist seasonal semi-deciduous rainforest zone (EN)"	"20200811163826"	"bb-Heterotypic names"	"T3.4"	"T3.4 Rocky pavements, screes and lava flows"	"BIO-T3.1.2"	"T3.1.2 Tropical-subtropical lowland and submontane arid edaphic shrublands, scrubs and thickets"	39	"Tropical lowland humid"	"Inland (non-coastal) upland"	"Saxicolous"	"Saxicolous open vegetation on granitic outcrops"	87	""
"20200812114722"	"Granite inselberg (EN)"	""	"Couch (2019)"	"199"	"ISBN 978-1-5272-4065-0"	2019-04-30	"20200812153547"	"Couch, Charlotte"	"Granite inselberg (EN)"	""	"Granite inselberg (EN)"	"20200811163418"	"West African Saxicolous open vegetation on granitic outcrop of the Lowland tropical humid moist seasonal semi-deciduous rainforest zone (EN)"	"20200811163826"	"bb-Heterotypic names"	"T3.4"	"T3.4 Rocky pavements, screes and lava flows"	"BIO-T3.1.2"	"T3.1.2 Tropical-subtropical lowland and submontane arid edaphic shrublands, scrubs and thickets"	39	"Tropical lowland humid"	"Inland (non-coastal) upland"	"Saxicolous"	"Saxicolous open vegetation on granitic outcrops"	87	""
"20200807180035"	"West African Saxicolous open vegetation on granitic outcrop of the Lowland tropical perhumid moist evergreen rainforest zone (EN)"	"Végétation ouverte ouest africaine saxicole sur inselberg granitique de la zone des Forêts tropicales perhumides sempervirentes de plaine (FR)"	"Senterre (2020)"	"55"	"https://doi.org/10.13140/RG.2.2.17934.89924"	2020-08-06	"20200807180813"	"Senterre, Bruno"	"West African Saxicolous open vegetation on granitic outcrop of the Lowland tropical perhumid moist evergreen rainforest zone (EN)"	"Végétation ouverte ouest africaine saxicole sur inselberg granitique de la zone des Forêts tropicales perhumides sempervirentes de plaine (FR)"	"West African Saxicolous open vegetation on granitic outcrop of the Lowland tropical perhumid moist evergreen rainforest zone (EN)"	"20200807180035"	"West African Saxicolous open vegetation on granitic outcrop of the Lowland tropical perhumid moist evergreen rainforest zone (EN)"	"20200807180813"	"aa-Active Valid"	"T3.4"	"T3.4 Rocky pavements, screes and lava flows"	"BIO-T3.1.2"	"T3.1.2 Tropical-subtropical lowland and submontane arid edaphic shrublands, scrubs and thickets"	39	"Tropical lowland perhumid"	"Inland (non-coastal) upland"	"Saxicolous"	"Saxicolous open vegetation on granitic outcrops"	87	""
"20200812094424"	"Savane herbeuse sur sol mince (FR)"	""	"Diabaté (2019)"	"16"	""	2018-12-31	"20200812094744"	"Diabaté, Moussa"	""	"Savane herbeuse sur sol mince (FR)"	"Savane herbeuse sur sol mince (FR)"	"20200807180035"	"West African Saxicolous open vegetation on granitic outcrop of the Lowland tropical perhumid moist evergreen rainforest zone (EN)"	"20200807180813"	"bb-Heterotypic names"	"T3.4"	"T3.4 Rocky pavements, screes and lava flows"	"BIO-T3.1.2"	"T3.1.2 Tropical-subtropical lowland and submontane arid edaphic shrublands, scrubs and thickets"	39	"Tropical lowland perhumid"	"Inland (non-coastal) upland"	"Saxicolous"	"Saxicolous open vegetation on granitic outcrops"	87	""
"20200811160206"	"West African Saxicolous open vegetation on granitic outcrop of the Montane tropical humid moist seasonal semi-deciduous rainforest zone (EN)"	"Prairie ouest africaine saxicole sur inselberg granitique de la zone des Forêts tropicales humides saisonnières semi-décidues montagnardes (FR)"	"Senterre (2020)"	"58"	"https://doi.org/10.13140/RG.2.2.17934.89924"	2020-08-10	"20200811161854"	"Senterre, Bruno"	"West African Saxicolous open vegetation on granitic outcrop of the Montane tropical humid moist seasonal semi-deciduous rainforest zone (EN)"	"Prairie ouest africaine saxicole sur inselberg granitique de la zone des Forêts tropicales humides saisonnières semi-décidues montagnardes (FR)"	"West African Saxicolous open vegetation on granitic outcrop of the Montane tropical humid moist seasonal semi-deciduous rainforest zone (EN)"	"20200811160206"	"West African Saxicolous open vegetation on granitic outcrop of the Montane tropical humid moist seasonal semi-deciduous rainforest zone (EN)"	"20200811161854"	"aa-Active Valid"	"T4.3"	"T4.3 Hummock savannas"	"BIO-T6.1.2"	"T6.1.2 Tropical-subtropical montane arid edaphic savannas and grasslands"	70	"Tropical lower montane humid"	"Inland (non-coastal) upland"	"Saxicolous"	"Saxicolous open vegetation on granitic outcrops"	87	""
"20200812113144"	"West African Saxicolous open vegetation on granitic outcrop of the Montane tropical perhumid moist evergreen rainforest zone (EN)"	"Végétation ouverte ouest africaine saxicole sur inselberg granitique de la zone des Forêts tropicales perhumides sempervirentes montagnardes (FR)"	"Senterre (2020)"	"56"	"https://doi.org/10.13140/RG.2.2.17934.89924"	2020-08-11	"20200812113314"	"Senterre, Bruno"	"West African Saxicolous open vegetation on granitic outcrop of the Montane tropical perhumid moist evergreen rainforest zone (EN)"	"Végétation ouverte ouest africaine saxicole sur inselberg granitique de la zone des Forêts tropicales perhumides sempervirentes montagnardes (FR)"	"West African Saxicolous open vegetation on granitic outcrop of the Montane tropical perhumid moist evergreen rainforest zone (EN)"	"20200812113144"	"West African Saxicolous open vegetation on granitic outcrop of the Montane tropical perhumid moist evergreen rainforest zone (EN)"	"20200812113314"	"aa-Active Valid"	"T3.4"	"T3.4 Rocky pavements, screes and lava flows"	"BIO-T4.1.2"	"T4.1.2 Tropical-subtropical montane arid edaphic shrublands, scrubs and thickets"	43	"Tropical lower montane perhumid"	"Inland (non-coastal) upland"	"Saxicolous"	"Saxicolous open vegetation on granitic outcrops"	87	""
"20200811163031"	"West African Saxicolous open vegetation on granitic outcrop of the Submontane tropical humid moist seasonal semi-deciduous rainforest zone (EN)"	"Prairie ouest africaine saxicole sur inselberg granitique de la zone des Forêts tropicales humides saisonnières semi-décidues submontagnardes (FR)"	"Senterre (2020)"	"57"	"https://doi.org/10.13140/RG.2.2.17934.89924"	2020-08-10	"BS61-20190924-1353-4"	"Senterre, Bruno"	"West African Saxicolous open vegetation on granitic outcrop of the Submontane tropical humid moist seasonal semi-deciduous rainforest zone (EN)"	"Prairie ouest africaine saxicole sur inselberg granitique de la zone des Forêts tropicales humides saisonnières semi-décidues submontagnardes (FR)"	"West African Saxicolous open vegetation on granitic outcrop of the Submontane tropical humid moist seasonal semi-deciduous rainforest zone (EN)"	"20200811163031"	"West African Saxicolous open vegetation on granitic outcrop of the Submontane tropical humid moist seasonal semi-deciduous rainforest zone (EN)"	"BS61-20190924-1353-4"	"aa-Active Valid"	"T4.3"	"T4.3 Hummock savannas"	"BIO-T5.1.2"	"T5.1.2 Tropical-subtropical lowland and submontane arid edaphic savannas and grasslands"	63	"Tropical submontane humid"	"Inland (non-coastal) upland"	"Saxicolous"	"Saxicolous open vegetation on granitic outcrops"	87	""
"20200812114722"	"Granite inselberg (EN)"	""	""	""	""	2019-05-01	"20200812150816"	"Couch, Charlotte"	"Granite inselberg (EN)"	""	"Granite inselberg (EN)"	"20200811163031"	"West African Saxicolous open vegetation on granitic outcrop of the Submontane tropical humid moist seasonal semi-deciduous rainforest zone (EN)"	"BS61-20190924-1353-4"	"ca-Paratypic synonyms (p.p.)"	"T4.3"	"T4.3 Hummock savannas"	"BIO-T5.1.2"	"T5.1.2 Tropical-subtropical lowland and submontane arid edaphic savannas and grasslands"	63	"Tropical submontane humid"	"Inland (non-coastal) upland"	"Saxicolous"	"Saxicolous open vegetation on granitic outcrops"	87	""
"20200812163239"	"High Altitude Lateritic Bowal (EN)"	""	""	""	""	2019-05-01	"20200812180546"	"Couch, Charlotte"	"High Altitude Lateritic Bowal (EN)"	""	"High Altitude Lateritic Bowal (EN)"	"20200811163031"	"West African Saxicolous open vegetation on granitic outcrop of the Submontane tropical humid moist seasonal semi-deciduous rainforest zone (EN)"	"BS61-20190924-1353-4"	"ca-Paratypic synonyms (p.p.)"	"T4.3"	"T4.3 Hummock savannas"	"BIO-T5.1.2"	"T5.1.2 Tropical-subtropical lowland and submontane arid edaphic savannas and grasslands"	63	"Tropical submontane humid"	"Inland (non-coastal) upland"	"Saxicolous"	"Saxicolous open vegetation on granitic outcrops"	87	""
